,,,,Childhood Obesity Prevalence,,,,,,,
,,,,Reception (age 4-5 years),,,,Year 6 (age 10-11),,,
Codes,New Code,Borough,Names,2008/09 to 2010/11: % obese,2009/10 to 2011/12: % obese,2010/11 to 2012/13: % obese,2011/12 to 2013/14: % obese,2008/09 to 2010/11: % obese,2009/10 to 2011/12: % obese,2010/11 to 2012/13: % obese,2011/12 to 2013/14: % obese
00ACFY,E05000044,Barnet,Burnt Oak,11.1,11.3,12.1,11.9,23.1,23.9,24.4,25.31
00ACFZ,E05000045,Barnet,Childs Hill,12.2,12.0,10.9,12.2,26.9,22.7,20.1,16.94
00ACGA,E05000046,Barnet,Colindale,14.0,13.6,13.1,12.6,20.7,23.2,25.1,26.03
00ACGB,E05000047,Barnet,Coppetts,9.3,8.3,9.0,10.0,15.7,15.5,19.1,19.50
00ACGC,E05000048,Barnet,East Barnet,9.0,9.6,10.3,11.3,17.7,18.1,21.0,22.17
00ACGD,E05000049,Barnet,East Finchley,7.2,5.8,6.5,7.9,12.8,15.5,16.3,17.31
00ACGE,E05000050,Barnet,Edgware,12.4,12.7,13.1,10.9,21.6,19.9,20.1,17.09
00ACGF,E05000051,Barnet,Finchley Church End,6.4,5.7,6.2,6.6,16.6,14.6,13.2,11.58
00ACGG,E05000052,Barnet,Garden Suburb,6.4,6.1,5.6,6.3,6.6,9.5,13.4,12.50
00ACGH,E05000053,Barnet,Golders Green,9.6,8.9,10.3,8.7,16.8,18.4,16.5,16.44
00ACGJ,E05000054,Barnet,Hale,11.5,11.8,11.9,11.2,21.3,23.9,22.1,20.57
00ACGK,E05000055,Barnet,Hendon,10.2,9.9,9.5,7.4,18.8,17.3,18.5,19.12
00ACGL,E05000056,Barnet,High Barnet,8.2,7.2,5.8,4.5,17.2,15.1,14.5,16.08
00ACGM,E05000057,Barnet,Mill Hill,10.9,11.8,11.4,11.3,19.0,17.9,19.1,18.22
00ACGN,E05000058,Barnet,Oakleigh,10.5,8.4,8.1,7.8,16.0,14.9,14.8,16.92
00ACGP,E05000059,Barnet,Totteridge,7.6,7.3,8.3,9.0,13.0,13.7,16.3,17.94
00ACGQ,E05000060,Barnet,Underhill,11.2,10.4,9.2,7.9,16.3,18.6,17.8,19.47
00ACGR,E05000061,Barnet,West Finchley,6.4,7.6,7.4,8.5,12.3,13.2,16.2,14.50
00ACGS,E05000062,Barnet,West Hendon,8.8,10.6,10.2,9.8,19.7,17.5,18.0,16.50
00ACGT,E05000063,Barnet,Woodhouse,8.4,8.8,8.4,9.1,17.2,19.5,19.9,20.83
00ADGA,E05000064,Bexley,Barnehurst,9.1,6.9,7.1,9.1,20.3,20.9,23.3,24.85
00ADGB,E05000065,Bexley,Belvedere,11.8,12.3,12.5,11.8,19.4,21.6,26.9,28.37
00ADGC,E05000066,Bexley,Blackfen and Lamorbey,10.1,9.0,7.9,8.5,19.0,20.4,19.5,20.00
00ADGD,E05000067,Bexley,Blendon and Penhill,7.3,7.4,7.3,9.7,19.1,19.4,17.6,15.79
00ADGE,E05000068,Bexley,Brampton,8.3,7.8,6.9,6.1,19.6,22.3,20.1,23.70
00ADGF,E05000069,Bexley,Christchurch,8.9,11.0,12.5,11.8,21.7,16.8,15.2,14.23
00ADGG,E05000070,Bexley,Colyers,13.9,11.3,11.6,11.1,21.5,24.1,26.3,26.65
00ADGH,E05000071,Bexley,Crayford,10.6,11.4,10.0,10.1,22.0,21.5,20.1,19.56
00ADGJ,E05000072,Bexley,Cray Meadows,13.7,11.9,13.6,14.0,24.4,22.5,25.6,25.40
00ADGK,E05000073,Bexley,Danson Park,11.2,10.8,11.1,11.5,18.5,19.4,21.7,22.92
00ADGL,E05000074,Bexley,East Wickham,9.9,10.1,11.1,10.9,22.9,19.8,23.4,22.97
00ADGM,E05000075,Bexley,Erith,12.3,12.9,13.5,13.4,25.1,26.4,27.2,29.91
00ADGN,E05000076,Bexley,Falconwood and Welling,10.3,9.2,10.0,10.4,17.5,20.4,22.7,24.93
00ADGP,E05000077,Bexley,Lesnes Abbey,15.3,14.5,15.8,13.3,23.7,21.8,22.8,22.42
00ADGQ,E05000078,Bexley,Longlands,10.0,8.8,8.0,8.2,18.3,14.2,18.0,17.44
00ADGR,E05000079,Bexley,North End,14.1,15.1,16.3,15.2,25.5,25.9,24.8,22.76
00ADGS,E05000080,Bexley,Northumberland Heath,10.6,10.1,11.1,11.0,19.3,21.3,23.3,22.49
00ADGT,E05000081,Bexley,St. Mary's,6.1,6.4,6.6,8.7,17.8,20.2,14.4,14.41
00ADGU,E05000082,Bexley,St. Michael's,8.7,10.2,9.4,9.1,19.2,19.8,23.1,21.99
00ADGW,E05000083,Bexley,Sidcup,7.6,9.4,10.8,10.4,15.6,16.8,18.6,18.40
00ADGX,E05000084,Bexley,Thamesmead East,14.7,15.5,16.4,17.1,26.9,24.7,26.2,28.00
00AEGJ,E05000085,Brent,Alperton,11.3,9.2,8.2,8.3,18.5,18.4,18.2,18.85
00AEGK,E05000086,Brent,Barnhill,11.5,11.8,12.3,10.8,27.8,29.6,26.8,25.15
00AEGL,E05000087,Brent,Brondesbury Park,10.8,9.6,8.3,8.3,18.1,21.2,21.2,22.91
00AEGM,E05000088,Brent,Dollis Hill,13.8,13.0,13.4,13.2,20.8,20.9,22.3,21.94
00AEGN,E05000089,Brent,Dudden Hill,12.4,13.3,13.8,15.6,22.9,22.7,24.3,26.68
00AEGP,E05000090,Brent,Fryent,8.9,8.6,10.2,10.5,18.6,17.9,17.8,21.23
00AEGQ,E05000091,Brent,Harlesden,13.5,13.9,13.9,15.8,26.5,27.1,28.0,29.31
00AEGR,E05000092,Brent,Kensal Green,13.7,13.4,11.2,11.6,24.2,23.9,25.9,27.07
00AEGS,E05000093,Brent,Kenton,6.6,6.7,6.0,5.8,15.1,17.3,19.5,21.58
00AEGT,E05000094,Brent,Kilburn,12.7,12.4,12.2,11.9,24.8,26.2,28.0,25.78
00AEGU,E05000095,Brent,Mapesbury,11.3,11.0,11.0,13.7,24.2,22.0,21.0,21.65
00AEGW,E05000096,Brent,Northwick Park,7.9,6.6,8.9,11.5,19.0,19.9,21.0,20.94
00AEGX,E05000097,Brent,Preston,11.2,11.5,12.5,13.0,21.5,22.2,23.3,23.83
00AEGY,E05000098,Brent,Queens Park,8.9,9.6,8.1,9.9,18.9,21.6,19.9,17.38
00AEGZ,E05000099,Brent,Queensbury,8.0,10.4,10.0,10.7,23.3,23.3,20.7,21.51
00AEHA,E05000100,Brent,Stonebridge,12.3,13.4,13.5,17.0,28.2,26.5,26.3,26.49
00AEHB,E05000101,Brent,Sudbury,10.8,11.6,11.4,10.6,23.0,25.2,25.5,25.90
00AEHC,E05000102,Brent,Tokyngton,12.4,11.2,11.5,13.1,23.2,22.4,25.4,27.19
00AEHD,E05000103,Brent,Welsh Harp,14.8,13.5,11.4,11.2,27.1,26.3,27.2,26.61
00AEHE,E05000104,Brent,Wembley Central,10.6,10.3,10.0,9.2,20.8,18.9,21.1,20.40
00AEHF,E05000105,Brent,Willesden Green,11.4,12.2,13.1,15.0,23.2,21.2,24.7,26.68
00AFGD,E05000106,Bromley,Bickley,3.2,4.7,7.5,7.3,13.9,12.2,11.7,12.54
00AFGE,E05000107,Bromley,Biggin Hill,6.6,8.2,8.4,8.0,13.5,15.1,16.0,14.14
00AFGF,E05000108,Bromley,Bromley Common and Keston,9.2,9.5,9.4,10.5,15.2,15.0,16.6,17.82
00AFGG,E05000109,Bromley,Bromley Town,7.0,4.5,5.2,5.8,18.6,16.8,13.0,13.30
00AFGH,E05000110,Bromley,Chelsfield and Pratts Bottom,6.7,6.4,5.0,4.2,15.9,16.9,15.1,11.28
00AFGJ,E05000111,Bromley,Chislehurst,7.8,6.3,6.3,6.0,15.9,16.0,14.0,15.51
00AFGK,E05000112,Bromley,Clock House,7.1,6.9,7.1,7.1,18.7,18.2,18.0,16.54
00AFGL,E05000113,Bromley,Copers Cope,6.5,7.5,7.3,7.8,11.9,12.0,12.8,13.30
00AFGM,E05000114,Bromley,Cray Valley East,11.5,9.9,10.1,9.1,22.3,22.4,23.4,22.18
00AFGN,E05000115,Bromley,Cray Valley West,9.6,8.7,8.7,8.4,21.3,21.6,19.6,18.25
00AFGP,E05000116,Bromley,Crystal Palace,11.1,12.4,10.2,9.6,21.8,23.2,25.8,23.81
00AFGQ,E05000117,Bromley,Darwin,4.5,8.7,10.1,11.4,17.8,15.9,16.4,15.44
00AFGR,E05000118,Bromley,Farnborough and Crofton,4.1,4.8,4.1,4.4,13.8,11.5,13.7,15.14
00AFGS,E05000119,Bromley,Hayes and Coney Hall,7.4,6.4,6.8,7.4,10.7,12.0,12.0,12.05
00AFGT,E05000120,Bromley,Kelsey and Eden Park,8.0,7.8,7.7,7.1,14.8,15.2,16.8,15.19
00AFGU,E05000121,Bromley,Mottingham and Chislehurst North,10.8,12.4,12.5,11.1,19.6,22.3,22.8,22.65
00AFGW,E05000122,Bromley,Orpington,8.1,7.5,7.0,9.2,17.4,19.2,19.2,19.53
00AFGX,E05000123,Bromley,Penge and Cator,9.3,9.9,9.6,10.4,20.5,21.7,21.8,25.22
00AFGY,E05000124,Bromley,Petts Wood and Knoll,4.5,5.7,5.3,6.1,12.6,12.3,11.1,9.52
00AFGZ,E05000125,Bromley,Plaistow and Sundridge,9.8,9.7,9.0,9.2,16.9,17.3,15.5,14.87
00AFHA,E05000126,Bromley,Shortlands,5.1,5.4,4.4,3.9,14.8,11.9,12.5,11.68
00AFHB,E05000127,Bromley,West Wickham,5.6,6.1,6.1,6.8,14.0,12.2,12.8,11.95
00AGGD,E05000128,Camden,Belsize,11.5,11.8,10.4,10.9,22.2,26.4,20.5,18.68
00AGGE,E05000129,Camden,Bloomsbury,12.9,10.3,13.0,12.0,22.2,25.4,22.2,28.26
00AGGF,E05000130,Camden,Camden Town with Primrose Hill,12.6,13.8,14.0,11.6,17.4,17.1,16.2,16.59
00AGGG,E05000131,Camden,Cantelowes,12.2,8.0,7.3,9.0,21.2,20.0,19.9,20.29
00AGGH,E05000132,Camden,Fortune Green,14.5,10.9,7.9,3.5,23.4,24.6,20.4,20.57
00AGGJ,E05000133,Camden,Frognal and Fitzjohns,n/a,n/a,n/a,n/a,10.7,13.0,13.0,n/a
00AGGK,E05000134,Camden,Gospel Oak,8.5,9.3,11.4,10.7,20.3,21.8,23.5,23.36
00AGGL,E05000135,Camden,Hampstead Town,n/a,n/a,n/a,n/a,18.3,10.3,10.3,n/a
00AGGM,E05000136,Camden,Haverstock,9.9,10.3,12.1,12.0,24.9,28.2,29.0,25.95
00AGGN,E05000137,Camden,Highgate,6.4,7.7,6.9,5.3,17.3,15.0,15.0,13.50
00AGGP,E05000138,Camden,Holborn and Covent Garden,13.2,11.6,9.1,9.0,17.4,17.7,19.3,25.53
00AGGQ,E05000139,Camden,Kentish Town,9.7,8.0,6.8,6.5,26.9,25.3,23.6,19.26
00AGGR,E05000140,Camden,Kilburn,15.3,14.0,13.2,13.4,24.4,25.4,24.9,22.08
00AGGS,E05000141,Camden,King's Cross,13.0,12.7,9.7,10.9,23.8,25.7,23.8,21.21
00AGGT,E05000142,Camden,Regent's Park,12.8,13.6,13.7,12.6,22.8,24.6,27.6,26.14
00AGGU,E05000143,Camden,St. Pancras and Somers Town,17.3,15.5,13.0,12.3,22.1,19.4,23.3,24.46
00AGGW,E05000144,Camden,Swiss Cottage,11.2,13.2,13.2,13.8,20.9,23.0,22.2,22.22
00AGGX,E05000145,Camden,West Hampstead,6.1,8.0,3.7,6.1,22.2,20.7,19.1,15.98
00AHGE,E05000146,Croydon,Addiscombe,8.6,9.3,7.7,10.3,16.2,19.6,19.1,21.61
00AHGF,E05000147,Croydon,Ashburton,10.6,11.5,12.2,11.5,24.5,24.0,25.6,23.19
00AHGG,E05000148,Croydon,Bensham Manor,11.7,14.2,15.0,13.2,25.7,23.6,23.1,24.42
00AHGH,E05000149,Croydon,Broad Green,12.8,10.6,10.4,11.5,25.8,28.3,27.4,25.50
00AHGJ,E05000150,Croydon,Coulsdon East,9.4,8.5,9.2,9.4,15.9,13.3,14.8,17.40
00AHGK,E05000151,Croydon,Coulsdon West,9.0,10.8,7.5,9.6,17.2,16.4,18.1,19.68
00AHGL,E05000152,Croydon,Croham,9.1,8.8,9.1,8.9,21.4,21.8,19.9,19.06
00AHGM,E05000153,Croydon,Fairfield,11.0,10.7,10.5,10.2,20.2,22.8,23.2,24.84
00AHGN,E05000154,Croydon,Fieldway,11.9,12.1,12.2,13.9,23.0,24.9,26.7,24.56
00AHGP,E05000155,Croydon,Heathfield,11.0,10.3,10.1,10.6,17.3,16.8,14.6,17.84
00AHGQ,E05000156,Croydon,Kenley,8.3,7.5,5.4,4.5,14.9,15.4,15.4,14.70
00AHGR,E05000157,Croydon,New Addington,10.6,11.1,10.7,11.3,24.5,27.0,26.9,27.83
00AHGS,E05000158,Croydon,Norbury,13.1,12.8,10.6,11.2,25.9,27.0,26.4,23.50
00AHGT,E05000159,Croydon,Purley,7.6,6.2,6.4,8.1,19.5,18.7,18.3,16.85
00AHGU,E05000160,Croydon,Sanderstead,7.1,8.2,8.1,7.7,19.8,18.6,15.9,12.53
00AHGW,E05000161,Croydon,Selhurst,12.3,15.1,14.4,14.6,23.6,26.4,24.7,26.99
00AHGX,E05000162,Croydon,Selsdon and Ballards,8.2,8.8,7.1,8.8,20.0,18.0,18.1,15.42
00AHGY,E05000163,Croydon,Shirley,8.2,8.7,9.0,9.1,16.6,17.6,18.8,20.00
00AHGZ,E05000164,Croydon,South Norwood,12.7,12.7,11.8,11.6,22.5,22.5,23.4,23.42
00AHHA,E05000165,Croydon,Thornton Heath,9.9,10.4,13.5,13.8,27.7,26.1,26.0,26.66
00AHHB,E05000166,Croydon,Upper Norwood,11.7,12.1,10.7,10.5,25.2,26.0,24.8,23.69
00AHHC,E05000167,Croydon,Waddon,12.0,12.3,12.0,11.1,19.3,20.6,20.6,19.92
00AHHD,E05000168,Croydon,West Thornton,11.8,12.0,13.2,12.6,26.8,27.5,27.8,24.80
00AHHE,E05000169,Croydon,Woodside,11.6,13.5,11.9,11.6,23.9,21.9,23.4,23.62
00AJGC,E05000170,Ealing,Acton Central,13.1,14.3,12.4,11.1,17.0,17.6,19.0,19.44
00AJGD,E05000171,Ealing,Cleveland,11.4,11.2,10.2,10.0,17.1,18.9,18.8,19.25
00AJGE,E05000172,Ealing,Dormers Wells,14.4,15.3,13.5,14.0,26.8,25.6,24.4,23.39
00AJGF,E05000173,Ealing,Ealing Broadway,6.8,7.4,6.7,6.2,14.8,13.5,14.8,15.05
00AJGG,E05000174,Ealing,Ealing Common,9.5,9.0,9.3,9.9,17.4,19.3,19.7,20.95
00AJGH,E05000175,Ealing,East Acton,13.3,12.6,11.4,11.1,20.1,20.0,23.7,26.10
00AJGJ,E05000176,Ealing,Elthorne,9.9,10.1,10.0,11.0,19.2,20.6,22.0,22.57
00AJGK,E05000177,Ealing,Greenford Broadway,13.9,14.8,14.6,13.7,24.7,23.8,23.8,23.63
00AJGL,E05000178,Ealing,Greenford Green,9.9,10.5,9.3,9.1,21.5,22.1,22.9,24.54
00AJGM,E05000179,Ealing,Hanger Hill,7.7,9.9,8.7,7.1,19.3,22.4,17.3,18.40
00AJGN,E05000180,Ealing,Hobbayne,10.8,11.0,9.9,11.4,20.2,20.7,20.9,18.57
00AJGP,E05000181,Ealing,Lady Margaret,15.3,14.3,11.9,12.9,18.4,20.1,21.2,23.60
00AJGQ,E05000182,Ealing,Northfield,7.7,6.9,5.7,5.3,16.3,14.2,13.5,13.13
00AJGR,E05000183,Ealing,North Greenford,11.4,11.4,9.2,8.8,22.8,22.6,24.0,24.80
00AJGS,E05000184,Ealing,Northolt Mandeville,13.0,12.8,12.2,12.1,22.0,21.9,23.8,24.87
00AJGT,E05000185,Ealing,Northolt West End,14.4,16.0,15.1,14.1,20.6,18.5,20.0,21.90
00AJGU,E05000186,Ealing,Norwood Green,13.2,11.7,13.2,12.3,20.3,20.7,22.5,23.11
00AJGW,E05000187,Ealing,Perivale,9.9,10.2,9.8,11.6,23.2,22.9,23.8,24.45
00AJGX,E05000188,Ealing,South Acton,12.0,12.7,12.2,11.6,22.1,26.6,27.3,26.90
00AJGY,E05000189,Ealing,Southall Broadway,13.2,14.1,15.9,14.8,25.3,25.3,23.6,23.26
00AJGZ,E05000190,Ealing,Southall Green,15.4,15.8,14.7,14.3,25.3,22.9,24.4,24.66
00AJHA,E05000191,Ealing,Southfield,6.3,6.6,7.1,7.4,17.1,16.6,16.2,17.98
00AJHB,E05000192,Ealing,Walpole,9.2,7.7,7.8,7.8,11.2,13.6,15.6,18.52
00AKGL,E05000193,Enfield,Bowes,12.2,12.6,11.4,9.3,22.2,24.1,20.2,21.14
00AKGM,E05000194,Enfield,Bush Hill Park,10.0,10.2,10.2,10.8,19.0,20.5,23.2,22.38
00AKGN,E05000195,Enfield,Chase,8.7,9.8,10.8,12.0,19.0,21.5,23.0,24.44
00AKGP,E05000196,Enfield,Cockfosters,11.5,12.1,12.2,9.0,19.2,19.6,20.2,20.63
00AKGQ,E05000197,Enfield,Edmonton Green,17.2,18.2,19.0,17.6,26.6,29.4,30.9,30.08
00AKGR,E05000198,Enfield,Enfield Highway,15.9,13.4,14.2,14.1,24.7,27.5,25.0,27.04
00AKGS,E05000199,Enfield,Enfield Lock,15.8,16.8,17.2,16.3,26.4,27.4,28.0,26.69
00AKGT,E05000200,Enfield,Grange,11.6,9.4,8.0,8.6,20.8,15.9,13.2,11.72
00AKGU,E05000201,Enfield,Haselbury,17.9,17.4,16.1,14.5,23.7,26.2,26.1,26.95
00AKGW,E05000202,Enfield,Highlands,7.2,8.2,8.9,8.9,18.5,19.9,18.8,19.43
00AKGX,E05000203,Enfield,Jubilee,13.0,13.4,13.0,12.8,28.0,27.6,24.1,24.32
00AKGY,E05000204,Enfield,Lower Edmonton,16.5,14.8,14.5,13.2,30.1,28.8,29.5,27.59
00AKGZ,E05000205,Enfield,Palmers Green,13.3,13.5,12.2,11.0,24.2,22.9,23.7,22.55
00AKHA,E05000206,Enfield,Ponders End,15.1,15.0,15.7,16.7,28.4,27.2,30.0,29.58
00AKHB,E05000207,Enfield,Southbury,11.3,13.2,12.3,12.0,23.0,22.1,23.1,21.38
00AKHC,E05000208,Enfield,Southgate,8.7,10.7,9.7,9.5,22.6,19.8,16.5,17.49
00AKHD,E05000209,Enfield,Southgate Green,11.3,11.2,9.2,9.7,16.0,19.5,22.3,21.80
00AKHE,E05000210,Enfield,Town,9.9,10.6,12.1,10.8,18.9,18.0,20.1,20.63
00AKHF,E05000211,Enfield,Turkey Street,14.6,15.2,15.2,13.4,24.2,25.4,27.1,25.75
00AKHG,E05000212,Enfield,Upper Edmonton,19.8,18.6,16.8,14.7,26.4,26.3,28.5,30.11
00AKHH,E05000213,Enfield,Winchmore Hill,7.6,7.7,8.4,6.6,15.3,18.5,19.7,19.34
00ALGP,E05000214,Greenwich,Abbey Wood,13.7,14.5,15.5,16.6,27.4,29.0,29.5,28.77
00ALGQ,E05000215,Greenwich,Blackheath Westcombe,9.6,6.3,6.7,6.8,17.9,17.8,23.3,21.91
00ALGR,E05000216,Greenwich,Charlton,13.9,11.5,10.9,12.8,22.5,21.8,27.3,26.43
00ALGS,E05000217,Greenwich,Coldharbour and New Eltham,11.8,9.1,10.5,10.5,21.0,22.3,22.7,21.86
00ALGT,E05000218,Greenwich,Eltham North,8.8,7.4,8.0,6.8,14.4,13.9,14.4,16.06
00ALGU,E05000219,Greenwich,Eltham South,9.6,9.7,9.9,12.1,20.8,21.3,25.4,24.26
00ALGW,E05000220,Greenwich,Eltham West,12.5,13.3,11.7,13.8,20.5,19.9,20.6,24.40
00ALGX,E05000221,Greenwich,Glyndon,12.2,12.3,13.8,14.1,25.6,24.5,24.3,24.69
00ALGY,E05000222,Greenwich,Greenwich West,8.4,8.8,10.0,11.1,24.0,23.7,25.9,25.22
00ALGZ,E05000223,Greenwich,Kidbrooke with Hornfair,12.0,11.9,11.7,11.0,22.3,24.3,24.3,24.12
00ALHA,E05000224,Greenwich,Middle Park and Sutcliffe,11.6,12.3,10.8,11.5,22.4,25.1,24.1,25.00
00ALHB,E05000225,Greenwich,Peninsula,9.3,9.3,7.9,7.0,20.3,18.9,19.4,20.32
00ALHC,E05000226,Greenwich,Plumstead,14.3,14.8,13.2,14.1,21.6,25.3,27.3,25.30
00ALHD,E05000227,Greenwich,Shooters Hill,10.8,11.7,11.8,12.8,25.4,25.2,23.0,22.67
00ALHE,E05000228,Greenwich,Thamesmead Moorings,13.3,14.7,16.2,16.9,24.5,26.2,28.4,28.90
00ALHF,E05000229,Greenwich,Woolwich Common,13.9,14.0,14.5,14.0,21.3,21.0,23.5,26.55
00ALHG,E05000230,Greenwich,Woolwich Riverside,14.8,16.3,16.4,15.4,25.4,25.8,26.6,24.14
00AMGA,E05000231,Hackney,Brownswood,18.2,17.7,16.8,15.0,23.7,26.7,30.7,28.8
00AMGB,E05000232,Hackney,Cazenove,13.7,12.9,11.7,12.1,21.2,21.5,20.6,24.5
00AMGC,E05000233,Hackney,Chatham,17.5,17.1,16.3,17.4,28.5,30.2,26.0,23.8
00AMGD,E05000234,Hackney,Clissold,5.8,8.0,7.9,8.9,17.9,18.5,18.9,17.6
00AMGE,E05000235,Hackney,Dalston,15.2,14.0,13.1,10.6,22.5,23.5,25.1,26.7
00AMGF,E05000236,Hackney,De Beauvoir,14.3,13.8,13.7,13.7,23.4,27.0,29.1,30.3
00AMGG,E05000237,Hackney,Hackney Central,17.9,18.9,16.5,14.4,26.8,28.2,26.5,25.6
00AMGH,E05000238,Hackney,Hackney Downs,13.3,12.7,12.4,10.7,19.8,21.3,25.4,25.7
00AMGJ,E05000239,Hackney,Haggerston,19.7,19.3,14.6,13.5,28.2,30.4,28.8,29.0
00AMGK,E05000240,Hackney,Hoxton,14.3,15.8,15.1,14.8,26.8,26.7,27.1,27.6
00AMGL,E05000241,Hackney,King's Park,15.5,14.5,14.3,14.6,26.9,29.3,28.2,25.5
00AMGM,E05000242,Hackney,Leabridge,10.6,9.2,10.2,10.7,24.1,20.9,23.5,22.1
00AMGN,E05000243,Hackney,Lordship,11.2,9.5,9.3,10.1,21.8,22.5,21.4,23.1
00AMGP,E05000244,Hackney,New River,19.6,21.2,20.9,18.2,27.5,26.9,26.4,29.1
00AMGQ,E05000245,Hackney,Queensbridge,14.2,13.3,12.5,12.9,24.2,27.1,24.9,21.8
00AMGR,E05000246,Hackney,Springfield,13.4,12.3,12.0,13.5,25.6,24.5,25.2,23.8
00AMGS,E05000247,Hackney,Stoke Newington Central,7.2,8.7,10.6,10.7,25.3,26.1,22.3,25.6
00AMGT,E05000248,Hackney,Victoria,12.5,13.0,13.2,14.8,24.4,25.5,25.4,28.6
00AMGU,E05000249,Hackney,Wick,16.1,17.8,16.3,15.8,29.1,29.6,29.9,30.8
00ANGA,E05000250,Hammersmith and Fulham,Addison,12.0,12.4,10.7,6.4,28.9,28.7,23.8,23.84
00ANGB,E05000251,Hammersmith and Fulham,Askew,9.3,10.2,9.2,9.5,22.5,26.1,23.5,21.64
00ANGC,E05000252,Hammersmith and Fulham,Avonmore and Brook Green,11.3,8.7,9.4,11.1,20.5,23.6,23.5,25.32
00ANGD,E05000253,Hammersmith and Fulham,College Park and Old Oak,9.6,7.0,11.0,12.8,22.4,23.6,23.0,21.84
00ANGE,E05000254,Hammersmith and Fulham,Fulham Broadway,13.4,12.5,8.8,8.3,27.7,24.7,20.8,20.00
00ANGF,E05000255,Hammersmith and Fulham,Fulham Reach,9.3,10.9,11.2,12.1,27.3,25.6,24.5,21.11
00ANGG,E05000256,Hammersmith and Fulham,Hammersmith Broadway,10.5,9.1,9.9,8.7,27.5,26.0,21.6,22.99
00ANGH,E05000257,Hammersmith and Fulham,Munster,6.7,8.8,9.7,10.3,20.9,21.6,18.3,19.49
00ANGJ,E05000258,Hammersmith and Fulham,North End,13.6,9.6,8.4,8.0,25.8,29.7,26.5,25.99
00ANGK,E05000259,Hammersmith and Fulham,Palace Riverside,9.8,8.0,7.1,9.1,10.1,13.0,10.5,12.68
00ANGL,E05000260,Hammersmith and Fulham,Parsons Green and Walham,6.6,8.9,10.4,9.1,22.2,26.6,27.0,23.38
00ANGM,E05000261,Hammersmith and Fulham,Ravenscourt Park,8.0,9.0,8.9,7.7,22.4,20.4,16.4,13.11
00ANGN,E05000262,Hammersmith and Fulham,Sands End,14.0,14.2,17.4,14.5,21.9,25.4,26.5,27.47
00ANGP,E05000263,Hammersmith and Fulham,Shepherd's Bush Green,10.2,10.6,11.0,10.7,19.4,22.3,21.0,28.08
00ANGQ,E05000264,Hammersmith and Fulham,Town,10.7,10.8,12.6,12.5,23.8,23.3,24.3,24.34
00ANGR,E05000265,Hammersmith and Fulham,Wormholt and White City,14.6,12.7,12.4,10.5,26.5,28.4,28.2,28.21
00APGA,E05000266,Haringey,Alexandra,7.1,5.1,4.2,4.5,12.1,12.0,10.3,9.86
00APGB,E05000267,Haringey,Bounds Green,10.1,10.3,10.7,10.6,23.7,25.1,22.6,22.79
