ward_code,spatial_effects,mean_residuals,obesity_rate
E05000197,9.555571536616114,1.4210854715202004e-14,29.244999999999997
E05000198,2.888598237156172,1.5987211554602254e-14,26.06
E05000199,8.925360972781823,1.5987211554602254e-14,27.1225
E05000200,-7.266432012191758,1.1546319456101628e-14,15.405000000000001
E05000201,7.211037785137364,1.4210854715202004e-14,25.7375
E05000202,0.7094749270882081,1.687538997430238e-14,19.1575
E05000203,8.858455428167497,1.1546319456101628e-14,26.005000000000003
E05000204,11.008711785847234,1.3322676295501878e-14,28.997500000000002
E05000205,0.12018845203295125,1.509903313490213e-14,23.3375
E05000206,10.240776136123214,1.4210854715202004e-14,28.794999999999998
E05000207,-1.7726430358034735,1.509903313490213e-14,22.395
E05000208,-2.7952620333454794,1.3322676295501878e-14,19.0975
E05000209,-2.925656773417021,1.5987211554602254e-14,19.9
E05000210,-3.75947631944518,1.5987211554602254e-14,19.4075
E05000211,6.206266475745942,1.4210854715202004e-14,25.6125
E05000212,5.740756865637258,1.2434497875801753e-14,27.8275
E05000213,-5.091300223593155,1.3322676295501878e-14,18.21
E05000214,10.598105673798134,1.3322676295501878e-14,28.6675
E05000215,-1.8353321120901906,1.5987211554602254e-14,20.2275
E05000216,4.2221924707138365,1.3322676295501878e-14,24.5075
E05000217,-1.521830146234758,1.2434497875801753e-14,21.965
E05000218,-8.704321502439983,1.5987211554602254e-14,14.69
E05000219,5.418099534578216,1.4210854715202004e-14,22.94
E05000220,-0.2009806945801964,1.3322676295501878e-14,21.35
E05000221,5.24817184598551,1.4210854715202004e-14,24.7725
E05000222,5.811003284104365,1.509903313490213e-14,24.705
E05000223,3.0376661844799493,1.1546319456101628e-14,23.755000000000003
E05000224,3.90890903670841,1.5987211554602254e-14,24.15
E05000225,-0.452402416014114,1.3322676295501878e-14,19.73
E05000226,5.7724905022273045,1.5987211554602254e-14,24.875
E05000227,4.930135518813876,1.2434497875801753e-14,24.0675
E05000228,10.271207480920463,1.2434497875801753e-14,27.0
E05000229,4.450865416110912,1.7763568394002505e-14,23.0875
E05000230,6.181176863429,1.4210854715202004e-14,25.485
E05000250,2.577779881057105,1.7763568394002505e-14,26.31
E05000251,0.3677264097671076,1.3322676295501878e-14,23.435000000000002
E05000252,1.425386573962296,1.4210854715202004e-14,23.23
E05000253,3.6105848994399627,1.3322676295501878e-14,22.71
E05000254,0.4308000056324728,1.3322676295501878e-14,23.3
E05000255,2.769391054030735,1.509903313490213e-14,24.6275
E05000256,1.5145909719525115,1.3322676295501878e-14,24.5225
E05000257,-2.5160181074363184,1.7763568394002505e-14,20.072499999999998
E05000258,3.9730284798682733,1.5987211554602254e-14,26.9975
E05000259,-8.351317709104581,1.3322676295501878e-14,11.57
E05000260,1.4989920668072587,1.1546319456101628e-14,24.795
E05000261,-3.709795372422715,1.2878587085651816e-14,18.0775
E05000262,2.7404711335168805,1.3322676295501878e-14,25.3175
E05000263,-1.4436092752466703,1.2434497875801753e-14,22.695
E05000264,-0.42630374985555974,1.2434497875801753e-14,23.935000000000002
E05000265,4.814438136871145,1.4210854715202004e-14,27.8275
E05000266,-8.669541872261807,1.7763568394002505e-14,11.065
E05000267,2.61438461652922,1.5987211554602254e-14,23.5475
E05000268,4.960847580833674,1.7763568394002505e-14,27.2825
E05000269,-11.05071841513432,1.4210854715202004e-14,11.6225
E05000270,-10.163056106013276,1.3322676295501878e-14,10.085
E05000271,5.749325592065037,1.3322676295501878e-14,25.96
E05000272,-8.52511087988528,1.3322676295501878e-14,13.872499999999999
E05000273,-2.4929209372163283,1.509903313490213e-14,18.555
E05000274,-11.806889093181736,1.509903313490213e-14,10.6625
E05000275,7.777494747826848,1.5987211554602254e-14,29.7975
E05000276,9.716048791160146,1.2434497875801753e-14,29.175
E05000277,0.9805524967220354,1.509903313490213e-14,23.575
E05000278,5.390618618926576,1.5987211554602254e-14,25.8175
E05000279,-3.2699147614859845,1.3322676295501878e-14,18.125
E05000280,6.604963668407846,1.3322676295501878e-14,27.975
E05000281,7.275186016442208,1.509903313490213e-14,27.9075
E05000282,5.646060346203103,1.3322676295501878e-14,25.095
E05000283,6.317540964594748,1.3322676295501878e-14,27.435000000000002
E05000284,3.2807709886388157,1.5987211554602254e-14,22.65
E05000285,-5.9669140981437145,1.509903313490213e-14,17.1225
E05000286,1.05193343152568,1.509903313490213e-14,18.55
E05000287,-1.8724023366203308,1.5987211554602254e-14,21.419999999999998
E05000288,-4.176162552971077,1.3322676295501878e-14,18.560000000000002
E05000289,6.360946279711587,1.5987211554602254e-14,20.1125
E05000290,0.4774847056810616,1.509903313490213e-14,19.75
E05000291,-2.945470062281583,1.509903313490213e-14,19.3925
E05000292,-0.6364308324229366,1.509903313490213e-14,19.02
E05000293,-6.582814378193458,1.2434497875801753e-14,17.817500000000003
E05000294,-3.083535567381391,1.687538997430238e-14,21.455
E05000295,-3.6379009784581324,1.5987211554602254e-14,18.4425
E05000296,-4.2147948324046896,1.4210854715202004e-14,20.7725
E05000297,-7.1066330368465636,1.1546319456101628e-14,15.8
E05000298,-7.859903789307288,1.3322676295501878e-14,15.377500000000001
E05000299,-1.557191786290085,1.509903313490213e-14,20.240000000000002
E05000300,-6.157889802880041,1.509903313490213e-14,17.325
E05000301,-0.6036299675070245,1.5987211554602254e-14,20.9575
E05000302,-3.472769356021759,1.509903313490213e-14,19.634999999999998
E05000303,-2.89142195954958,1.4210854715202004e-14,15.5625
E05000304,-2.009448130382548,1.5987211554602254e-14,21.072499999999998
E05000305,-0.819055332234023,1.687538997430238e-14,21.56
E05000306,6.096904742813917,1.2434497875801753e-14,24.755000000000003
E05000307,-4.035379931764709,1.4210854715202004e-14,15.912500000000001
E05000308,2.918740931322647,1.2434497875801753e-14,22.1275
E05000309,-0.5354062975364915,1.3322676295501878e-14,17.372500000000002
E05000310,9.293683667905212,1.509903313490213e-14,25.044999999999998
E05000311,-6.808438139503179,1.509903313490213e-14,14.629999999999999
E05000312,-1.4388959676925097,1.5987211554602254e-14,17.45
E05000313,3.8416016292379918,1.2434497875801753e-14,18.892500000000002
E05000314,5.581417943669403,1.7763568394002505e-14,25.0325
E05000315,-6.317908485101986,1.509903313490213e-14,16.15
E05000316,0.16139921126233148,1.687538997430238e-14,21.3175
E05000317,-7.572552051172497,1.687538997430238e-14,14.1975
E05000318,6.93086104383195,1.3322676295501878e-14,23.9925
E05000319,-2.4707381147595013,1.5987211554602254e-14,21.7275
E05000320,-2.9635027328220636,1.3322676295501878e-14,18.9225
E05000321,5.832030571427363,1.5987211554602254e-14,23.9525
E05000322,-3.913721337115377,1.4210854715202004e-14,19.2825
E05000323,-3.7494034908550677,1.1546319456101628e-14,12.4525
E05000324,5.752229117906154,1.5987211554602254e-14,26.205
E05000325,3.078764006711549,1.509903313490213e-14,24.4575
E05000326,4.310069850866593,1.687538997430238e-14,20.33
E05000327,-6.728804195065376,1.687538997430238e-14,16.2675
E05000328,3.1366056575183663,1.4210854715202004e-14,22.02
E05000329,-9.562506602049417,1.5987211554602254e-14,12.3725
E05000330,2.4357498104443955,1.3322676295501878e-14,19.3
E05000331,0.47166160115878064,1.865174681370263e-14,23.5475
E05000332,2.790470390512734,1.5987211554602254e-14,19.4
E05000333,-5.515251440814531,1.4210854715202004e-14,14.0425
E05000334,-9.517890628627288,1.5987211554602254e-14,12.7625
E05000335,-5.715675337802205,1.4210854715202004e-14,12.04
E05000336,-1.0389875627210623,1.5987211554602254e-14,17.759999999999998
E05000337,2.163001079246709,1.4210854715202004e-14,22.57
E05000338,1.5971531780802728,1.3322676295501878e-14,18.7875
E05000339,4.194189877695224,1.2434497875801753e-14,24.2525
E05000340,-4.74278082199921,1.4210854715202004e-14,15.395
E05000341,-2.388457631036596,1.1546319456101628e-14,20.005000000000003
E05000342,3.2174753218427528,1.509903313490213e-14,23.7225
E05000343,-7.970300430573173,1.687538997430238e-14,12.645
E05000344,3.7028363334824306,1.509903313490213e-14,23.9975
E05000345,6.099874005018134,1.509903313490213e-14,24.38
E05000346,7.136244839507622,1.5987211554602254e-14,24.8875
E05000347,-0.4225455890286707,1.2434497875801753e-14,22.192500000000003
E05000348,-3.7748173147584136,1.2434497875801753e-14,17.580000000000002
E05000349,-0.36535004579974784,1.509903313490213e-14,18.4575
E05000350,4.371660238448286,1.4210854715202004e-14,25.3425
E05000351,4.657645836191339,1.509903313490213e-14,25.785
E05000352,6.149999246147292,1.509903313490213e-14,25.2775
E05000353,6.429547645521671,1.3322676295501878e-14,25.1825
E05000354,-1.9314558104069137,1.7763568394002505e-14,24.3925
E05000355,3.396971524251436,1.3322676295501878e-14,25.9825
E05000356,3.9070020924400763,1.509903313490213e-14,23.825
E05000357,7.9761552230151755,1.4210854715202004e-14,26.465
E05000358,-1.3082266353753678,1.1546319456101628e-14,21.122500000000002
E05000359,7.421564078275632,1.509903313490213e-14,25.7825
E05000360,-1.422301987516649,1.509903313490213e-14,20.5925
E05000361,3.6611863328317744,1.3322676295501878e-14,26.192500000000003
E05000362,-4.426271947651945,1.687538997430238e-14,20.455
E05000363,-2.471785814052407,1.509903313490213e-14,16.5525
E05000364,3.353905532411976,1.3322676295501878e-14,22.4225
E05000365,-7.884186595537992,1.509903313490213e-14,16.2475
E05000366,2.3257282151088736,1.4210854715202004e-14,24.01
E05000367,2.5694690618720415,1.4210854715202004e-14,24.205000000000002
E05000368,3.9731265674754352,1.4210854715202004e-14,25.0975
E05000369,3.477607197071146,1.687538997430238e-14,24.845
E05000370,-1.578957504581405,1.687538997430238e-14,21.1225
E05000371,5.389187018919207,1.4210854715202004e-14,26.465
E05000372,-5.288308101932169,1.509903313490213e-14,15.3925
E05000373,-1.8106052304128122,1.3322676295501878e-14,19.517500000000002
E05000374,-3.851288606751716,1.509903313490213e-14,18.475
E05000375,2.5310424083653063,1.509903313490213e-14,23.745
E05000376,-3.7820739658556874,1.7763568394002505e-14,17.7675
E05000377,2.4782852790552123,1.687538997430238e-14,24.22
E05000378,3.221091406611639,1.5987211554602254e-14,25.52
E05000379,0.1664077232063068,1.4210854715202004e-14,21.9775
E05000380,2.6854694071155922,1.4210854715202004e-14,24.665
E05000381,-0.16789447237388,1.509903313490213e-14,21.285
E05000400,-3.020354800403494,1.509903313490213e-14,18.04
E05000401,-13.307569080580684,1.5987211554602254e-14,10.4475
E05000402,-9.693827664928126,1.3322676295501878e-14,15.1925
E05000403,-13.15327212718421,1.5987211554602254e-14,10.5375
E05000404,-0.4987273904561036,1.509903313490213e-14,21.8275
E05000405,1.0908767360744287,1.2434497875801753e-14,21.1025
E05000406,-4.225797490305295,1.3322676295501878e-14,17.3475
E05000407,-9.308215744004205,1.5987211554602254e-14,12.7675
E05000408,-6.222974181479728,1.4210854715202004e-14,15.0
E05000409,1.00480728894704,1.1546319456101628e-14,21.62
E05000410,-1.7893673369047258,1.509903313490213e-14,18.544999999999998
E05000411,-6.214319976750465,1.687538997430238e-14,16.9775
E05000412,-11.095255521879096,1.3322676295501878e-14,10.835
E05000413,-10.519577065315438,1.2434497875801753e-14,12.335
E05000414,-4.519639427113944,1.687538997430238e-14,16.47
E05000415,-10.613929095142225,1.3322676295501878e-14,10.68
E05000416,3.4666959662103825,1.2434497875801753e-14,23.28
E05000417,-2.152778678514365,1.4210854715202004e-14,19.8575
E05000418,-1.1900427816360963,1.2434497875801753e-14,21.2075
E05000419,-1.2826574402006203,1.5987211554602254e-14,21.3875
E05000420,3.1806748487452916,1.3322676295501878e-14,23.16
E05000421,7.312563447592849,1.509903313490213e-14,29.6275
E05000422,6.640116971054957,1.4210854715202004e-14,26.89
E05000423,-2.247352318794766,1.509903313490213e-14,19.235
E05000424,1.7004317000914364,1.4210854715202004e-14,23.0075
E05000425,8.211686814305118,1.3322676295501878e-14,29.7925
E05000426,4.253966191757569,1.3322676295501878e-14,25.53
E05000427,6.303770018113591,1.7763568394002505e-14,27.049999999999997
E05000428,-1.4277060258668186,1.3322676295501878e-14,21.0025
E05000429,6.669838715866487,1.687538997430238e-14,28.5175
E05000430,-2.1092413824982925,1.509903313490213e-14,21.0425
E05000431,3.0345542464234185,1.3322676295501878e-14,24.5425
E05000432,0.5647393371975609,1.4210854715202004e-14,21.785
E05000433,3.74443815631082,1.509903313490213e-14,27.27
E05000434,-0.9362257663277198,1.3322676295501878e-14,20.17
E05000435,6.065161176989979,1.3322676295501878e-14,27.1
E05000436,7.091633097963959,1.3322676295501878e-14,28.4575
E05000437,10.379842664429628,1.687538997430238e-14,28.2425
E05000438,2.3057233903930436,1.509903313490213e-14,21.814999999999998
E05000439,3.9950406644181253,1.5987211554602254e-14,25.6525
E05000440,0.5173529930397418,1.509903313490213e-14,24.125
E05000441,-0.4022362370777186,1.5987211554602254e-14,20.525
E05000442,6.0055277845692485,1.5987211554602254e-14,26.58
E05000443,6.721876606785293,1.509903313490213e-14,27.105
E05000444,-0.954103816142343,1.2434497875801753e-14,20.5575
E05000445,3.1787596285730064,1.509903313490213e-14,24.8775
E05000446,3.8977015884158206,1.3322676295501878e-14,24.9125
E05000447,-4.396977470362593,1.1546319456101628e-14,18.225
E05000448,1.9500282799706827,1.687538997430238e-14,23.715
E05000449,6.808203223375974,1.4210854715202004e-14,28.3675
E05000450,0.754633894212728,1.3322676295501878e-14,23.2675
E05000451,-0.9279440927965608,1.4210854715202004e-14,21.4375
E05000452,3.816307511291801,1.3322676295501878e-14,25.5975
E05000453,1.369711043364756,1.4210854715202004e-14,23.35
E05000454,2.6973468214277583,1.509903313490213e-14,25.145
E05000455,-7.35414576502432,1.509903313490213e-14,16.8125
E05000456,-4.021882195919995,1.5987211554602254e-14,20.625
E05000457,-2.0410349134332444,1.5987211554602254e-14,21.04
E05000458,4.79178422077548,1.2434497875801753e-14,24.1275
E05000459,-14.192332980414019,1.5987211554602254e-14,9.08
E05000460,3.152548771699066,1.2434497875801753e-14,24.115000000000002
E05000461,1.9109748020776012,1.3322676295501878e-14,25.115000000000002
E05000462,-1.708512017691362,1.5395092608135503e-14,19.833333333333332
E05000463,1.6560474975276716,1.4210854715202004e-14,24.17
E05000464,0.7130503594915414,1.5987211554602254e-14,21.9
E05000465,-5.819560910741697,1.509903313490213e-14,16.2125
E05000466,-12.057613543930074,1.509903313490213e-14,12.215
E05000467,6.047704107518907,1.3322676295501878e-14,24.425
E05000468,1.093805054882722,1.5987211554602254e-14,20.9775
E05000469,-11.350062622529606,1.4210854715202004e-14,13.2325
E05000470,1.9316794305270006,1.3322676295501878e-14,22.1675
E05000471,-6.137965075245257,1.509903313490213e-14,17.884999999999998
E05000472,1.2479954770978938,1.4210854715202004e-14,19.833333333333332
E05000473,-3.880857240307625,1.4210854715202004e-14,19.3
E05000474,-10.51356530462833,1.3322676295501878e-14,14.225
E05000475,5.47454816378945,1.5987211554602254e-14,25.4
E05000476,3.4273558219419025,1.5987211554602254e-14,25.9675
E05000477,8.358944911868686,1.509903313490213e-14,28.3625
E05000478,7.05241517524099,1.1546319456101628e-14,27.35
E05000479,4.605719132095542,1.509903313490213e-14,25.255
E05000480,2.973987319400302,1.509903313490213e-14,25.2825
E05000481,1.6468609870673907,1.7763568394002505e-14,23.947499999999998
E05000482,6.120863694343351,1.5987211554602254e-14,26.6375
E05000483,4.184043921318496,1.687538997430238e-14,26.002499999999998
E05000484,0.7772963763437968,1.7763568394002505e-14,24.049999999999997
E05000485,0.9762381387711718,1.687538997430238e-14,24.255
E05000486,0.5869922152280225,1.4210854715202004e-14,22.2425
E05000487,6.191689797125421,1.687538997430238e-14,26.6575
E05000488,4.0523170773030905,1.509903313490213e-14,24.5125
E05000489,1.9358174702529833,1.509903313490213e-14,23.2075
E05000490,7.085190257722126,1.509903313490213e-14,27.877499999999998
E05000491,11.232417174435229,1.509903313490213e-14,29.4125
E05000492,3.494145143953017,1.3322676295501878e-14,25.16
E05000493,6.084116099220289,1.4210854715202004e-14,24.855
E05000494,5.401985842294687,1.687538997430238e-14,25.955
E05000495,5.932860794521969,1.2434497875801753e-14,21.2325
E05000496,-3.484398530000724,1.687538997430238e-14,20.8525
E05000497,-3.3620485734439907,1.687538997430238e-14,18.0975
E05000498,1.9238814263768287,1.509903313490213e-14,24.6725
E05000499,-8.593144144361982,1.3322676295501878e-14,15.425
E05000500,1.3671706073238576,1.509903313490213e-14,22.785
E05000501,-1.8553247270032571,1.509903313490213e-14,21.345
E05000502,-0.15755069165183322,1.4210854715202004e-14,20.89
E05000503,7.007508864564805,1.5987211554602254e-14,25.9175
E05000504,7.110243400617027,1.3322676295501878e-14,26.490000000000002
E05000505,4.0407120157218,1.2434497875801753e-14,23.9725
E05000506,7.136088609708009,1.5987211554602254e-14,25.2675
E05000507,4.254565132325112,1.5987211554602254e-14,25.0275
E05000508,2.8460943283338924,1.4210854715202004e-14,25.28
E05000509,-4.334418079710805,1.509903313490213e-14,15.254999999999999
E05000510,1.3517637292091047,1.3322676295501878e-14,22.32
E05000511,1.012012803686928,1.5987211554602254e-14,21.02
E05000512,5.2274150794691145,1.509903313490213e-14,25.2275
E05000513,-6.5762004198139925,1.687538997430238e-14,16.822499999999998
E05000514,1.260083686300141,1.4210854715202004e-14,23.215
E05000515,-0.20340890707593307,1.4210854715202004e-14,19.9975
E05000516,3.2567741505816903,1.3322676295501878e-14,18.365000000000002
E05000517,-12.255003859576739,1.509903313490213e-14,7.5975
